"","Category ID","Category Name","#Genes Category","#Genes Assigned","#Genes Expected","#Genes Enriched","p-value","Corrected p-value","Fold"
"203","GO:0051171","regulation of nitrogen compound metabolic process",602,26,19.5,6.5,0.06,0.998,1.3
"204","GO:0004674","protein serine/threonine kinase activity",67,5,2.2,2.8,0.06,0.998,2.3
"205","GO:0044877","protein-containing complex binding",205,11,6.6,4.4,0.06,0.998,1.7
"206","GO:0120036","plasma membrane bounded cell projection organization",230,12,7.4,4.6,0.06,0.998,1.6
"207","GO:0050865","regulation of cell activation",157,9,5.1,3.9,0.06,0.998,1.8
"208","GO:0001932","regulation of protein phosphorylation",181,10,5.9,4.1,0.06,0.998,1.7
"209","GO:0018212","peptidyl-tyrosine modification",68,5,2.2,2.8,0.07,0.998,2.3
"210","GO:2000145","regulation of cell motility",183,10,5.9,4.1,0.07,0.998,1.7
"211","GO:0051674","localization of cell",284,14,9.2,4.8,0.07,0.998,1.5
"212","GO:0048870","cell motility",284,14,9.2,4.8,0.07,0.998,1.5
"213","GO:0022804","active transmembrane transporter activity",69,5,2.2,2.8,0.07,0.998,2.2
"214","GO:0005730","nucleolus",69,5,2.2,2.8,0.07,0.998,2.2
"215","GO:0005740","mitochondrial envelope",69,5,2.2,2.8,0.07,0.998,2.2
"216","GO:0043226","organelle",1622,60,52.4,7.6,0.07,0.998,1.1
"217","GO:1902531","regulation of intracellular signal transduction",260,13,8.4,4.6,0.07,0.998,1.5
"218","GO:0008104","protein localization",312,15,10.1,4.9,0.07,0.998,1.5
"219","GO:0030030","cell projection organization",235,12,7.6,4.4,0.07,0.998,1.6
"220","GO:0070661","leukocyte proliferation",70,5,2.3,2.7,0.07,0.998,2.2
"221","GO:0035295","tube development",186,10,6,4,0.07,0.998,1.7
"222","GO:0043227","membrane-bounded organelle",1503,56,48.6,7.4,0.08,0.998,1.2
"223","GO:0048585","negative regulation of response to stimulus",263,13,8.5,4.5,0.08,0.998,1.5
"224","GO:0048869","cellular developmental process",643,27,20.8,6.2,0.08,0.998,1.3
"225","GO:0140096","catalytic activity, acting on a protein",289,14,9.3,4.7,0.08,0.998,1.5
"226","GO:0031327","negative regulation of cellular biosynthetic process",188,10,6.1,3.9,0.08,0.998,1.6
"227","GO:0010468","regulation of gene expression",532,23,17.2,5.8,0.08,0.998,1.3
"228","GO:0051641","cellular localization",369,17,11.9,5.1,0.08,0.998,1.4
"229","GO:0016604","nuclear body",72,5,2.3,2.7,0.08,0.998,2.1
"230","GO:0007409","axonogenesis",72,5,2.3,2.7,0.08,0.998,2.1
"231","GO:0044089","positive regulation of cellular component biogenesis",94,6,3,3,0.08,0.998,2
"232","GO:0033036","macromolecule localization",371,17,12,5,0.08,0.998,1.4
"233","GO:0072359","circulatory system development",190,10,6.1,3.9,0.08,0.998,1.6
"234","GO:0010646","regulation of cell communication",508,22,16.4,5.6,0.08,0.998,1.3
"235","GO:0032990","cell part morphogenesis",118,7,3.8,3.2,0.08,0.998,1.8
"236","GO:0080090","regulation of primary metabolic process",620,26,20,6,0.09,0.998,1.3
"237","GO:0008284","positive regulation of cell population proliferation",166,9,5.4,3.6,0.09,0.998,1.7
"238","GO:0051649","establishment of localization in cell",267,13,8.6,4.4,0.09,0.998,1.5
"239","GO:0031399","regulation of protein modification process",216,11,7,4,0.09,0.998,1.6
"240","GO:0023051","regulation of signaling",509,22,16.5,5.5,0.09,0.998,1.3
"241","GO:0031323","regulation of cellular metabolic process",650,27,21,6,0.09,0.998,1.3
"242","GO:0050900","leukocyte migration",96,6,3.1,2.9,0.09,0.998,1.9
"243","GO:0043025","neuronal cell body",96,6,3.1,2.9,0.09,0.998,1.9
"244","GO:0006796","phosphate-containing compound metabolic process",401,18,13,5,0.09,0.998,1.4
"245","GO:0040012","regulation of locomotion",192,10,6.2,3.8,0.09,0.998,1.6
"246","GO:0032879","regulation of localization",483,21,15.6,5.4,0.09,0.998,1.3
"247","GO:0050673","epithelial cell proliferation",74,5,2.4,2.6,0.09,0.998,2.1
"248","GO:0060326","cell chemotaxis",74,5,2.4,2.6,0.09,0.998,2.1
"249","GO:0006793","phosphorus metabolic process",402,18,13,5,0.09,0.998,1.4
"250","GO:0002683","negative regulation of immune system process",97,6,3.1,2.9,0.09,1,1.9
"251","GO:0009890","negative regulation of biosynthetic process",195,10,6.3,3.7,0.1,1,1.6
"252","GO:0015075","ion transmembrane transporter activity",146,8,4.7,3.3,0.1,1,1.7
"253","GO:0005925","focal adhesion",76,5,2.5,2.5,0.1,1,2
"254","GO:0016477","cell migration",273,13,8.8,4.2,0.1,1,1.5
"255","GO:0051270","regulation of cellular component movement",197,10,6.4,3.6,0.1,1,1.6
"256","GO:0030055","cell-substrate junction",77,5,2.5,2.5,0.1,1,2
"257","GO:0030154","cell differentiation",632,26,20.4,5.6,0.1,1,1.3
"258","GO:0045597","positive regulation of cell differentiation",148,8,4.8,3.2,0.1,1,1.7
"259","GO:0015318","inorganic molecular entity transmembrane transporter activity",124,7,4,3,0.1,1,1.7
"260","GO:0061024","membrane organization",124,7,4,3,0.1,1,1.7
"261","GO:0009889","regulation of biosynthetic process",438,19,14.2,4.8,0.11,1,1.3
"262","GO:1903706","regulation of hemopoiesis",78,5,2.5,2.5,0.11,1,2
"263","GO:0045860","positive regulation of protein kinase activity",78,5,2.5,2.5,0.11,1,2
"264","GO:0043168","anion binding",303,14,9.8,4.2,0.11,1,1.4
"265","GO:0010035","response to inorganic substance",101,6,3.3,2.7,0.11,1,1.8
"266","GO:0070161","anchoring junction",149,8,4.8,3.2,0.11,1,1.7
"267","GO:0051094","positive regulation of developmental process",225,11,7.3,3.7,0.11,1,1.5
"268","GO:0016192","vesicle-mediated transport",251,12,8.1,3.9,0.11,1,1.5
"269","GO:0051246","regulation of protein metabolic process",331,15,10.7,4.3,0.11,1,1.4
"270","GO:0042325","regulation of phosphorylation",200,10,6.5,3.5,0.11,1,1.5
"271","GO:0010467","gene expression",580,24,18.8,5.2,0.11,1,1.3
"272","GO:0048513","animal organ development",524,22,16.9,5.1,0.11,1,1.3
"273","GO:0022803","passive transmembrane transporter activity",79,5,2.6,2.4,0.11,1,2
"274","GO:0015267","channel activity",79,5,2.6,2.4,0.11,1,2
"275","GO:0007399","nervous system development",386,17,12.5,4.5,0.11,1,1.4
"276","GO:0035556","intracellular signal transduction",414,18,13.4,4.6,0.11,1,1.3
"277","GO:0031401","positive regulation of protein modification process",151,8,4.9,3.1,0.11,1,1.6
"278","GO:0097367","carbohydrate derivative binding",306,14,9.9,4.1,0.11,1,1.4
"279","GO:0005856","cytoskeleton",306,14,9.9,4.1,0.11,1,1.4
"280","GO:0009653","anatomical structure morphogenesis",443,19,14.3,4.7,0.11,1,1.3
"281","GO:0032268","regulation of cellular protein metabolic process",308,14,10,4,0.12,1,1.4
"282","GO:0003013","circulatory system process",128,7,4.1,2.9,0.12,1,1.7
"283","GO:0022008","neurogenesis",282,13,9.1,3.9,0.12,1,1.4
"284","GO:0061564","axon development",81,5,2.6,2.4,0.12,1,1.9
"285","GO:0030099","myeloid cell differentiation",81,5,2.6,2.4,0.12,1,1.9
"286","GO:0042127","regulation of cell population proliferation",283,13,9.2,3.8,0.12,1,1.4
"287","GO:0001934","positive regulation of protein phosphorylation",129,7,4.2,2.8,0.12,1,1.7
"288","GO:0048699","generation of neurons",257,12,8.3,3.7,0.12,1,1.4
"289","GO:0032102","negative regulation of response to external stimulus",82,5,2.7,2.3,0.12,1,1.9
"290","GO:0051960","regulation of nervous system development",82,5,2.7,2.3,0.12,1,1.9
"291","GO:0043229","intracellular organelle",1482,54,47.9,6.1,0.12,1,1.1
"292","GO:0098796","membrane protein complex",180,9,5.8,3.2,0.12,1,1.5
"293","GO:0005634","nucleus",705,28,22.8,5.2,0.13,1,1.2
"294","GO:0050778","positive regulation of immune response",131,7,4.2,2.8,0.13,1,1.7
"295","GO:0070062","extracellular exosome",313,14,10.1,3.9,0.13,1,1.4
"296","GO:1903037","regulation of leukocyte cell-cell adhesion",83,5,2.7,2.3,0.13,1,1.9
"297","GO:0007015","actin filament organization",83,5,2.7,2.3,0.13,1,1.9
"298","GO:0005622","intracellular anatomical structure",1735,62,56.1,5.9,0.13,1,1.1
"299","GO:0031975","envelope",107,6,3.5,2.5,0.13,1,1.7
"300","GO:0031967","organelle envelope",107,6,3.5,2.5,0.13,1,1.7
"301","GO:0002684","positive regulation of immune system process",208,10,6.7,3.3,0.13,1,1.5
"302","GO:0001568","blood vessel development",132,7,4.3,2.7,0.13,1,1.6
"303","GO:0048729","tissue morphogenesis",84,5,2.7,2.3,0.13,1,1.8
"304","GO:0009891","positive regulation of biosynthetic process",235,11,7.6,3.4,0.13,1,1.4
"305","GO:0007420","brain development",108,6,3.5,2.5,0.13,1,1.7
"306","GO:0036477","somatodendritic compartment",158,8,5.1,2.9,0.14,1,1.6
"307","GO:1902533","positive regulation of intracellular signal transduction",158,8,5.1,2.9,0.14,1,1.6
"308","GO:0050863","regulation of T cell activation",85,5,2.7,2.3,0.14,1,1.8
"309","GO:0051049","regulation of transport",317,14,10.2,3.8,0.14,1,1.4
"310","GO:0043408","regulation of MAPK cascade",109,6,3.5,2.5,0.14,1,1.7
"311","GO:0030155","regulation of cell adhesion",159,8,5.1,2.9,0.14,1,1.6
"312","GO:0010629","negative regulation of gene expression",134,7,4.3,2.7,0.14,1,1.6
"313","GO:0051239","regulation of multicellular organismal process",484,20,15.6,4.4,0.14,1,1.3
"314","GO:0050776","regulation of immune response",185,9,6,3,0.14,1,1.5
"315","GO:1903561","extracellular vesicle",318,14,10.3,3.7,0.14,1,1.4
"316","GO:0006952","defense response",318,14,10.3,3.7,0.14,1,1.4
"317","GO:0071702","organic substance transport",346,15,11.2,3.8,0.14,1,1.3
